,null_deg,sixty_deg,ninety_deg,straight_angle,twofourty_deg,labels
26,0.06949011934519744,0.3213759925498043,0.5013886024982862,0.3976411219448254,0.35145395347658487,R
27,0.5518164703502342,0.5576016939235948,0.20679152583605903,0.2938241195280374,0.20438269370309362,R
28,0.8246292457712392,0.6051454830769986,0.6335168065209182,0.4602422480976519,0.5328400693979981,M
29,0.28294548964948063,0.051005213686549915,0.235437295526738,0.2948870763944899,0.20812277886762726,R
30,0.9801936244681217,0.7061033131863241,0.8243569293493923,0.8940387199883889,0.9190924365246746,M
31,0.8787646773056662,0.8649157475422797,0.6949856806899037,0.5818019314762863,0.6512390579126446,M
32,0.8010413924896799,0.8836776743622776,0.9164486455057594,0.787894074206301,0.835125954114029,M
33,0.1941745116497981,0.02424880897939795,0.07860114450281441,0.010292936517916764,0.5364082805652075,R
34,0.1425971894211835,0.10300502774775118,0.3066780176801317,0.5295983910200246,0.1246427592467913,R
35,0.5501465206419968,0.804510190393747,0.9626496477816666,0.8892021104587327,0.49478685485724494,M
36,0.08398119065255917,0.0568608322837347,0.05215504248139492,0.5587664114606624,0.05221624317495673,R
37,0.910416151838497,0.7168350265385288,0.7010967130899033,0.8885424949877793,0.6410038164144466,M
38,0.5875053238785197,0.7891182530501999,0.838774846966218,0.823379938589673,0.4867360625482877,M
39,0.875144845738928,0.6644131840864982,0.799747154344744,0.8915708043895254,0.8693301331399326,M
40,0.4704814841212817,0.5524977024199667,0.45721164850967944,0.14874143326530692,0.23442271843310486,R
41,0.37290339413075263,0.4290138349607909,0.2071921523004533,0.2602086715310002,0.3451316504969394,R
42,0.12724297600869386,0.1982840720932527,0.09737050442119803,0.10273685646465426,0.26030207176838227,R
43,0.5712292135114198,0.45087582515715985,0.9212639829993869,0.8209758203612914,0.6059393871630508,M
44,0.6797450362820436,0.7285235997991674,0.5084092155629873,0.9806185293825764,0.893116265087031,M
45,0.8262031811043878,0.5885869882069139,0.8369864460288543,0.5388962201016204,0.42798319352145536,M
46,0.7585340030194478,0.837282724098273,0.45360902632066796,0.47627350660789675,0.8819702802641475,M
47,0.38246499345782264,0.4429188924351876,0.495864452878509,0.02632596393644913,0.41650381864428987,R
48,0.4517110121754521,0.1869201021894437,0.18232703377693915,0.21996208577946672,0.35577142312403925,R
49,0.9594471665614923,0.9029540785511052,0.5629615870406799,0.4759466718251132,0.8751005003396153,M
50,0.34633730387419864,0.32873991021093096,0.44894103695314774,0.41330308312539965,0.29486377850132206,R
51,0.31557378054567997,0.20831914102785754,0.10028326508365694,0.30172675473559857,0.2921506258940367,R
52,0.42289175149135694,0.5656388842459962,0.12199289377197292,0.3863354918415227,0.16207420918124946,R
53,0.3154784879800485,0.08461711466433441,0.14076758456955182,0.2912332335737936,0.5256541225321343,R
54,0.824321428598542,0.7918265624425017,0.9037156174785864,0.5689013009695871,0.9096718521866599,M
55,0.2877717035488807,0.5087165543385117,0.5354715940034912,0.27152349481932264,0.23379722113627352,R
56,0.021277877905290836,0.5300853075861405,0.35764086422786356,0.21772674503968778,0.49413588766566835,R
